id_zone;INSEE_C;LIBGEO;EPCI;DEP;REG;loypredm2;lwr.IPm2;upr.IPm2;TYPPRED;nbobs_com;nbobs_mail;R2_adj;Type_de_logement
1894;94047;Mandres-les-Roses;200054781;94;11;20,17852196;17,25020457;23,60393738;commune;296;1937;0,779543784;Appartement
22;94047;Mandres-les-Roses;200054781;94;11;15,4888989;12,39774852;19,35077073;maille;51;487;0,826953683;Maison
1431;94047;Mandres-les-Roses;200054781;94;11;16,27325425;13,61633615;19,44860945;maille;94;1807;0,62743642;Appartement
2062;91363;Marcoussis;200056232;91;11;18,23683605;15,55080493;21,38681506;commune;490;515;0,863043443;Appartement
1550;91363;Marcoussis;200056232;91;11;18,78224491;16,02337751;22,01612759;commune;334;611;0,834187701;Appartement
661;91363;Marcoussis;200056232;91;11;13,85013137;11,18967688;17,14313477;commune;114;541;0,845072219;Maison
1632;91363;Marcoussis;200056232;91;11;14,44992872;11,85655839;17,61054373;commune;160;511;0,703906231;Appartement
1789;91374;Marolles-en-Beauce;200017846;91;11;14,36400314;12,70270261;16,24257394;maille;0;476;0,890300411;Appartement
46;91374;Marolles-en-Beauce;200017846;91;11;16,49734885;13,8433734;19,66012989;maille;0;4017;0,695355466;Appartement
528;91374;Marolles-en-Beauce;200017846;91;11;11,14228634;8,602514668;14,43188994;maille;1;485;0,778702316;Maison
995;91374;Marolles-en-Beauce;200017846;91;11;11,87422697;10,08431859;13,98183378;maille;0;2012;0,641955499;Appartement
1132;94048;Marolles-en-Brie;200054781;94;11;17,8374585;15,12076531;21,04225012;maille;67;1044;0,862709366;Appartement
1564;94048;Marolles-en-Brie;200054781;94;11;20,1718121;16,83264219;24,17338874;maille;55;964;0,67933904;Appartement
2242;94048;Marolles-en-Brie;200054781;94;11;19,4324088;13,36229907;28,25999551;maille;24;506;0,800356786;Maison
1660;94048;Marolles-en-Brie;200054781;94;11;16,63902885;13,76684065;20,11044424;maille;15;1087;0,655819276;Appartement
1392;91376;Marolles-en-Hurepoix;200057859;91;11;15,49447649;13,18193155;18,21271798;commune;259;1134;0,844599269;Appartement
1868;91376;Marolles-en-Hurepoix;200057859;91;11;18,98398724;16,27915142;22,13824064;commune;185;607;0,781307712;Appartement
1301;91376;Marolles-en-Hurepoix;200057859;91;11;14,29254496;11,4384061;17,85885549;maille;69;533;0,835686124;Maison
843;91376;Marolles-en-Hurepoix;200057859;91;11;13,44968299;11,48371112;15,75222248;maille;79;1170;0,590504756;Appartement
2655;91377;Massy;200056232;91;11;19,39482546;15,96317593;23,5641865;commune;9257;9490;0,854154394;Appartement
1287;91377;Massy;200056232;91;11;22,64840268;18,91910059;27,11281869;commune;4269;4424;0,723815165;Appartement
412;91377;Massy;200056232;91;11;16,26469929;12,48880554;21,18220529;commune;149;1712;0,780928323;Maison
2074;91377;Massy;200056232;91;11;17,39000627;14,11839333;21,41974026;commune;5006;5085;0,647544907;Appartement
999;91378;Mauchamps;249100553;91;11;14,40269129;12,36530522;16,77577001;maille;13;943;0,889171521;Appartement
1693;91378;Mauchamps;249100553;91;11;16,51001457;14,15255252;19,26017098;maille;3;666;0,756749352;Appartement
100;91378;Mauchamps;249100553;91;11;12,59609601;10,13309088;15,65777279;maille;8;565;0,831231017;Maison
1134;91378;Mauchamps;249100553;91;11;12,63443014;10,78071077;14,80689245;maille;10;554;0,652888325;Appartement
1325;91386;Mennecy;249100546;91;11;17,10368283;15,14748014;19,31251691;commune;2661;2879;0,919515922;Appartement
1926;91386;Mennecy;249100546;91;11;19,71072437;17,30738392;22,44779783;commune;1807;2254;0,8239427;Appartement
1178;91386;Mennecy;249100546;91;11;15,12409026;12,08912402;18,9209827;commune;224;962;0,852504146;Maison
1568;91386;Mennecy;249100546;91;11;14,87469874;13,26322498;16,68196558;commune;894;1097;0,769027627;Appartement
1599;91393;Merobert;200017846;91;11;12,15255251;10,26924615;14,3812438;maille;1;533;0,793296688;Appartement
313;91393;Merobert;200017846;91;11;15,35765608;13,33064339;17,69288948;maille;0;1412;0,763691436;Appartement
415;91393;Merobert;200017846;91;11;10,91126534;8,844429258;13,461096;maille;13;479;0,803393341;Maison
1006;91393;Merobert;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;1;746;0,737213936;Appartement
1293;91399;Mespuits;200017846;91;11;11,04431554;9,390841454;12,98892184;maille;0;861;0,842402314;Appartement
85;91399;Mespuits;200017846;91;11;12,5092573;10,49467495;14,91056359;maille;0;774;0,721004846;Appartement
528;91399;Mespuits;200017846;91;11;11,14228634;8,602514668;14,43188994;maille;0;485;0,778702316;Maison
1284;91399;Mespuits;200017846;91;11;12,21435832;10,67483732;13,97590845;maille;0;482;0,683997574;Appartement
1418;91405;Milly-la-Foret;249100157;91;11;15,51678418;12,85783439;18,72559437;commune;637;731;0,867394343;Appartement
545;91405;Milly-la-Foret;249100157;91;11;18,03231383;15,18700746;21,41069218;commune;343;482;0,761707337;Appartement
543;91405;Milly-la-Foret;249100157;91;11;13,54338838;10,63552521;17,24629157;commune;163;497;0,833467966;Maison
451;91405;Milly-la-Foret;249100157;91;11;13,10243358;10,84866412;15,82441524;commune;293;481;0,708013712;Appartement
2602;91408;Moigny-sur-ecole;249100157;91;11;15,35299397;13,23294179;17,81270014;maille;11;997;0,883050664;Appartement
1046;91408;Moigny-sur-ecole;249100157;91;11;17,08817676;14,77688025;19,76099014;maille;2;499;0,809717144;Appartement
1301;91408;Moigny-sur-ecole;249100157;91;11;14,29254496;11,4384061;17,85885549;maille;15;533;0,835686124;Maison
1682;91408;Moigny-sur-ecole;249100157;91;11;13,03984303;11,5223428;14,75719906;maille;8;497;0,721112877;Appartement
1666;91412;Mondeville;249100157;91;11;14,39817773;12,29800409;16,85700544;maille;32;475;0,898113082;Appartement
944;91412;Mondeville;249100157;91;11;18,14510486;15,83638446;20,79040399;maille;14;514;0,837619072;Appartement
1168;91412;Mondeville;249100157;91;11;13,37232289;10,98997975;16,27109636;maille;6;512;0,838725834;Maison
1682;91412;Mondeville;249100157;91;11;13,03984303;11,5223428;14,75719906;maille;17;497;0,721112877;Appartement
1293;91414;Monnerville;200017846;91;11;11,04431554;9,390841454;12,98892184;maille;13;861;0,842402314;Appartement
348;91414;Monnerville;200017846;91;11;15,14560222;12,90903639;17,76966613;maille;9;494;0,743671381;Appartement
1330;91414;Monnerville;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;8;478;0,698402296;Maison
1006;91414;Monnerville;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;4;746;0,737213936;Appartement
2933;91421;Montgeron;200058477;91;11;17,28596848;14,72428158;20,29333009;commune;2341;2341;0,888180498;Appartement
1745;91421;Montgeron;200058477;91;11;20,90069886;18,10755971;24,12468714;commune;1694;3565;0,80083385;Appartement
412;91421;Montgeron;200058477;91;11;16,15727012;12,43902571;20,98696342;commune;188;1712;0,780928323;Maison
2171;91421;Montgeron;200058477;91;11;16,19921157;13,47889519;19,46854335;commune;621;621;0,658411365;Appartement
853;91425;Montlhery;200056232;91;11;16,64354435;14,29170915;19,38239615;commune;2708;2708;0,885936134;Appartement
1709;91425;Montlhery;200056232;91;11;18,88309305;16,16796672;22,05417721;commune;1981;1981;0,777757754;Appartement
2060;91425;Montlhery;200056232;91;11;15,78262328;12,22541531;20,37486592;commune;109;534;0,819128547;Maison
1945;91425;Montlhery;200056232;91;11;15,05438319;13,21813211;17,14572462;commune;721;721;0,661035506;Appartement
1814;91432;Morangis;200054781;91;11;17,56789923;15,1724756;20,34151126;commune;1625;1625;0,891279083;Appartement
1395;91432;Morangis;200054781;91;11;20,42910532;17,74057498;23,52507428;commune;1117;1117;0,805558642;Appartement
698;91432;Morangis;200054781;91;11;15,50055829;11,714301;20,51059702;commune;137;684;0,870525341;Maison
1057;91432;Morangis;200054781;91;11;15,590758;13,35110386;18,2061152;commune;508;508;0,69960592;Appartement
1693;91433;Morigny-Champigny;200017846;91;11;15,03115708;12,79665347;17,65584131;commune;343;580;0,882653445;Appartement
894;91433;Morigny-Champigny;200017846;91;11;16,54186722;14,34257933;19,07839342;commune;206;911;0,765229324;Appartement
12;91433;Morigny-Champigny;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;37;543;0,787584737;Maison
1284;91433;Morigny-Champigny;200017846;91;11;13,0625343;11,38930215;14,98158536;commune;131;482;0,683997574;Appartement
2957;91434;Morsang-sur-Orge;200057859;91;11;17,07179821;14,45192675;20,16660471;commune;1430;1430;0,860835012;Appartement
1930;91434;Morsang-sur-Orge;200057859;91;11;20,05796752;17,22820801;23,35251936;commune;752;752;0,802490369;Appartement
412;91434;Morsang-sur-Orge;200057859;91;11;15,6768755;12,07284411;20,35679606;commune;192;1712;0,780928323;Maison
2165;91434;Morsang-sur-Orge;200057859;91;11;14,86655391;12,42931742;17,78170253;commune;671;671;0,557251132;Appartement
2223;91435;Morsang-sur-Seine;200059228;91;11;15,43564281;12,790901;18,62723111;maille;16;6754;0,821593527;Appartement
1769;91435;Morsang-sur-Seine;200059228;91;11;20,15657845;17,88150437;22,72111152;maille;4;941;0,770956848;Appartement
1466;91435;Morsang-sur-Seine;200059228;91;11;15,44838099;12,11848444;19,69326086;maille;6;623;0,828330853;Maison
1568;91435;Morsang-sur-Seine;200059228;91;11;14,04541463;12,51152504;15,76735623;maille;10;1097;0,769027627;Appartement
2026;91441;Nainville-les-Roches;249100546;91;11;15,56879508;13,64089045;17,76917579;maille;58;762;0,923128525;Appartement
944;91441;Nainville-les-Roches;249100546;91;11;18,14510486;15,83638446;20,79040399;maille;41;514;0,837619072;Appartement
1301;91441;Nainville-les-Roches;249100546;91;11;14,29254496;11,4384061;17,85885549;maille;5;533;0,835686124;Maison
709;91441;Nainville-les-Roches;249100546;91;11;13,13796619;11,22242211;15,38047258;maille;17;1217;0,56360443;Appartement
3059;94052;Nogent-sur-Marne;200054781;94;11;23,94433895;19,51542049;29,37837635;commune;6641;6641;0,903499841;Appartement
1237;94052;Nogent-sur-Marne;200054781;94;11;26,278227;21,59637923;31,97504577;commune;4583;4583;0,80943642;Appartement
2118;94052;Nogent-sur-Marne;200054781;94;11;20,95696355;13,61667839;32,25414513;maille;84;547;0,776553982;Maison
1826;94052;Nogent-sur-Marne;200054781;94;11;23,25459787;18,54723701;29,1567052;commune;2075;2075;0,806993733;Appartement
1769;94053;Noiseau;200054781;94;11;18,01520089;15,03104006;21,5918168;commune;316;694;0,88811948;Appartement
1110;94053;Noiseau;200054781;94;11;19,91037567;17,15680815;23,1058747;commune;211;1787;0,757766921;Appartement
1683;94053;Noiseau;200054781;94;11;17,76407667;12,30806242;25,63867562;maille;25;886;0,803706357;Maison
1660;94053;Noiseau;200054781;94;11;16,5586298;13,72915624;19,9712361;commune;102;1087;0,655819276;Appartement
2696;91458;Nozay;200056232;91;11;16,27665361;13,81057491;19,18308648;commune;241;500;0,896355479;Appartement
1634;91458;Nozay;200056232;91;11;17,74034324;15,17374893;20,74106931;commune;159;555;0,786018297;Appartement
2060;91458;Nozay;200056232;91;11;16,73764578;12,98284683;21,57837876;maille;31;534;0,819128547;Maison
1677;91458;Nozay;200056232;91;11;14,4736869;12,55371801;16,68729633;maille;77;565;0,71936728;Appartement
1816;91461;Ollainville;200057859;91;11;16,65685397;14,14404118;19,61608996;commune;215;953;0,864225713;Appartement
1967;91461;Ollainville;200057859;91;11;19,06525952;16,23654182;22,38679422;commune;151;671;0,782326316;Appartement
1960;91461;Ollainville;200057859;91;11;13,52097501;10,79460712;16,93593506;maille;68;489;0,801853797;Maison
2130;91461;Ollainville;200057859;91;11;14,67372465;12,35916311;17,42174556;maille;64;794;0,664075729;Appartement
1418;91463;Oncy-sur-ecole;249100157;91;11;14,52058479;12,02226339;17,53807712;maille;11;731;0,867394343;Appartement
1046;91463;Oncy-sur-ecole;249100157;91;11;17,08817676;14,77688025;19,76099014;maille;4;499;0,809717144;Appartement
1863;91463;Oncy-sur-ecole;249100157;91;11;12,68080607;9,098595207;17,67337034;maille;20;772;0,819474544;Maison
451;91463;Oncy-sur-ecole;249100157;91;11;12,91197423;10,69761728;15,58469275;maille;7;481;0,708013712;Appartement
2002;94054;Orly;200054781;94;11;18,14514364;14,90608215;22,08804663;commune;1159;1159;0,886438682;Appartement
328;94054;Orly;200054781;94;11;21,41329422;17,70789173;25,89405766;commune;541;541;0,671240479;Appartement
1822;94054;Orly;200054781;94;11;18,76852131;12,99871017;27,09941122;maille;68;683;0,779578864;Maison
1405;94054;Orly;200054781;94;11;16,75605101;13,82400393;20,30998015;commune;611;611;0,796295784;Appartement
1769;94055;Ormesson-sur-Marne;200054781;94;11;18,87285492;15,76152543;22,59836172;commune;378;694;0,88811948;Appartement
1110;94055;Ormesson-sur-Marne;200054781;94;11;20,51820037;17,67998259;23,81204531;commune;197;1787;0,757766921;Appartement
1683;94055;Ormesson-sur-Marne;200054781;94;11;17,95378485;12,44820996;25,8943568;commune;101;886;0,803706357;Maison
1660;94055;Ormesson-sur-Marne;200054781;94;11;17,50537432;14,53275842;21,08602657;commune;168;1087;0,655819276;Appartement
1045;91468;Ormoy;249100546;91;11;16,06481912;13,90238491;18,56360726;commune;137;545;0,886448952;Appartement
1926;91468;Ormoy;249100546;91;11;19,31104091;16,95377272;21,99606586;maille;77;2254;0,8239427;Appartement
1178;91468;Ormoy;249100546;91;11;15,20227979;12,18251878;18,97056883;maille;33;962;0,852504146;Maison
867;91468;Ormoy;249100546;91;11;14,13175526;11,90073042;16,78102937;maille;50;2133;0,639888434;Appartement
1415;91469;Ormoy-la-Riviere;200017846;91;11;14,32267341;12,03319462;17,04775666;maille;19;5919;0,833007759;Appartement
46;91469;Ormoy-la-Riviere;200017846;91;11;16,49734885;13,8433734;19,66012989;maille;14;4017;0,695355466;Appartement
1330;91469;Ormoy-la-Riviere;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;3;478;0,698402296;Maison
995;91469;Ormoy-la-Riviere;200017846;91;11;11,87422697;10,08431859;13,98183378;maille;5;2012;0,641955499;Appartement
2337;91471;Orsay;200056232;91;11;19,536966;16,29138963;23,42912725;commune;4307;4307;0,879374951;Appartement
1801;91471;Orsay;200056232;91;11;22,33379878;19,08219744;26,13947211;commune;3357;3616;0,819978799;Appartement
246;91471;Orsay;200056232;91;11;17,28701375;13,38622542;22,32450412;commune;184;633;0,868904162;Maison
1059;91471;Orsay;200056232;91;11;18,20889787;14,43547876;22,96868481;commune;937;1051;0,647667548;Appartement
1789;91473;Orveau;249100546;91;11;14,36400314;12,70270261;16,24257394;maille;1;476;0,890300411;Appartement
1046;91473;Orveau;249100546;91;11;17,08817676;14,77688025;19,76099014;maille;0;499;0,809717144;Appartement
100;91473;Orveau;249100546;91;11;12,59609601;10,13309088;15,65777279;maille;2;565;0,831231017;Maison
1807;91473;Orveau;249100546;91;11;13,80269338;11,95004689;15,94256042;maille;1;587;0,695338682;Appartement
1340;91477;Palaiseau;200056232;91;11;18,93811045;15,82330645;22,6660609;commune;5438;5438;0,876678808;Appartement
1728;91477;Palaiseau;200056232;91;11;21,9814345;18,51402336;26,09824203;commune;3618;3618;0,791096764;Appartement
1584;91477;Palaiseau;200056232;91;11;18,17628918;13,96170575;23,66311783;commune;228;532;0,859852401;Maison
2207;91477;Palaiseau;200056232;91;11;16,99238155;14,1470637;20,40996189;commune;1812;2096;0,662673184;Appartement
3109;91479;Paray-Vieille-Poste;200054781;91;11;17,2442032;14,44491896;20,58596138;commune;695;695;0,845439205;Appartement
1944;91479;Paray-Vieille-Poste;200054781;91;11;19,65497409;16,4924272;23,42396313;commune;566;566;0,744949984;Appartement
412;91479;Paray-Vieille-Poste;200054781;91;11;16,80853282;12,93139281;21,8481319;commune;102;1712;0,780928323;Maison
2179;91479;Paray-Vieille-Poste;200054781;91;11;16,28912822;13,46246253;19,70929892;commune;130;1366;0,570342119;Appartement
2172;91482;Pecqueuse;249100074;91;11;16,7786493;14,64105707;19,22832968;maille;33;844;0,897412164;Appartement
1333;91482;Pecqueuse;249100074;91;11;18,19351409;15,53935282;21,30101291;maille;20;484;0,849816194;Appartement
1864;91482;Pecqueuse;249100074;91;11;13,54832049;10,67644116;17,19271294;maille;15;494;0,817618864;Maison
186;91482;Pecqueuse;249100074;91;11;13,88096048;11,77270104;16,36676776;maille;14;759;0,673843135;Appartement
2841;94056;Perigny;200054781;94;11;16,77214909;13,87687298;20,27149672;commune;141;629;0,811823824;Appartement
1754;94056;Perigny;200054781;94;11;19,28555619;16,93820956;21,95820499;maille;96;522;0,71314288;Appartement
22;94056;Perigny;200054781;94;11;15,4888989;12,39774852;19,35077073;maille;44;487;0,826953683;Maison
1431;94056;Perigny;200054781;94;11;16,27325425;13,61633615;19,44860945;maille;40;1807;0,62743642;Appartement
1693;91495;Plessis-Saint-Benoist;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;0;580;0,882653445;Appartement
313;91495;Plessis-Saint-Benoist;200017846;91;11;15,35765608;13,33064339;17,69288948;maille;0;1412;0,763691436;Appartement
12;91495;Plessis-Saint-Benoist;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;6;543;0,787584737;Maison
1006;91495;Plessis-Saint-Benoist;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;0;746;0,737213936;Appartement
1603;91507;Prunay-sur-Essonne;249100157;91;11;13,02746499;10,88721093;15,58845927;maille;1;494;0,825075414;Appartement
1046;91507;Prunay-sur-Essonne;249100157;91;11;17,08817676;14,77688025;19,76099014;maille;1;499;0,809717144;Appartement
528;91507;Prunay-sur-Essonne;249100157;91;11;11,14228634;8,602514668;14,43188994;maille;3;485;0,778702316;Maison
451;91507;Prunay-sur-Essonne;249100157;91;11;12,91197423;10,69761728;15,58469275;maille;0;481;0,708013712;Appartement
1789;91508;Puiselet-le-Marais;200017846;91;11;14,36400314;12,70270261;16,24257394;maille;1;476;0,890300411;Appartement
894;91508;Puiselet-le-Marais;200017846;91;11;17,74511771;15,36712382;20,49109556;maille;1;911;0,765229324;Appartement
100;91508;Puiselet-le-Marais;200017846;91;11;12,59609601;10,13309088;15,65777279;maille;10;565;0,831231017;Maison
1284;91508;Puiselet-le-Marais;200017846;91;11;12,21435832;10,67483732;13,97590845;maille;0;482;0,683997574;Appartement
1599;91511;Pussay;200017846;91;11;12,59389562;10,6455314;14,89885294;commune;354;533;0,793296688;Appartement
461;91511;Pussay;200017846;91;11;15,04599785;12,44573447;18,18952927;commune;248;481;0,659431141;Appartement
415;91511;Pussay;200017846;91;11;10,91126534;8,844429258;13,461096;maille;56;479;0,803393341;Maison
76;91511;Pussay;200017846;91;11;11,20964835;9,422941686;13,33513678;commune;114;775;0,696130302;Appartement
2838;91514;Quincy-sous-Senart;200058477;91;11;16,79886746;14,58534599;19,34832045;commune;1339;1339;0,884723961;Appartement
1301;91514;Quincy-sous-Senart;200058477;91;11;20,44903017;17,6677275;23,66817322;commune;876;1123;0,7599368;Appartement
22;91514;Quincy-sous-Senart;200058477;91;11;15,4888989;12,39774852;19,35077073;maille;64;487;0,826953683;Maison
1589;91514;Quincy-sous-Senart;200058477;91;11;15,06690162;13,19714073;17,20156881;commune;452;519;0,729256021;Appartement
2088;91519;Richarville;249100595;91;11;13,94165846;12,13002614;16,02386;maille;0;654;0,866013827;Appartement
1256;91519;Richarville;249100595;91;11;16,66235299;14,36942595;19,32116205;maille;0;679;0,798959253;Appartement
762;91519;Richarville;249100595;91;11;12,26852229;9,484494229;15,86975916;maille;2;943;0,841968679;Maison
995;91519;Richarville;249100595;91;11;11,87422697;10,08431859;13,98183378;maille;0;2012;0,641955499;Appartement
3130;91521;Ris-Orangis;200059228;91;11;16,76883827;14,4374843;19,47665751;commune;2245;2245;0,861287028;Appartement
1969;91521;Ris-Orangis;200059228;91;11;19,76425886;17,28895064;22,593964;commune;1197;1501;0,749320885;Appartement
1943;91521;Ris-Orangis;200059228;91;11;15,61736006;12,12503317;20,11556851;commune;130;714;0,777595104;Maison
1667;91521;Ris-Orangis;200059228;91;11;14,9138105;12,73204941;17,46943769;commune;1033;1241;0,610970298;Appartement
2703;91525;Roinville;249100595;91;11;16,20321114;13,86633815;18,93391379;maille;24;558;0,879224247;Appartement
1256;91525;Roinville;249100595;91;11;16,66235299;14,36942595;19,32116205;maille;15;679;0,798959253;Appartement
507;91525;Roinville;249100595;91;11;13,72093918;11,2207394;16,77823228;maille;40;704;0,88106881;Maison
186;91525;Roinville;249100595;91;11;13,88096048;11,77270104;16,36676776;maille;8;759;0,673843135;Appartement
1789;91526;Roinvilliers;200017846;91;11;14,36400314;12,70270261;16,24257394;maille;0;476;0,890300411;Appartement
46;91526;Roinvilliers;200017846;91;11;16,49734885;13,8433734;19,66012989;maille;0;4017;0,695355466;Appartement
1330;91526;Roinvilliers;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;0;478;0,698402296;Maison
1284;91526;Roinvilliers;200017846;91;11;12,21435832;10,67483732;13,97590845;maille;0;482;0,683997574;Appartement
2548;94065;Rungis;200054781;94;11;19,17423009;16,6807791;22,04040336;commune;744;744;0,890148516;Appartement
1498;94065;Rungis;200054781;94;11;22,64559935;19,69776965;26,03458051;commune;442;1125;0,801337367;Appartement
698;94065;Rungis;200054781;94;11;17,79404372;13,45776415;23,52753314;maille;30;684;0,870525341;Maison
1840;94065;Rungis;200054781;94;11;17,51910405;14,71502358;20,85752734;commune;309;679;0,588227691;Appartement
1693;91533;Saclas;200017846;91;11;14,31401899;12,19265028;16,80447934;commune;151;580;0,882653445;Appartement
46;91533;Saclas;200017846;91;11;16,49734885;13,8433734;19,66012989;maille;83;4017;0,695355466;Appartement
12;91533;Saclas;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;21;543;0,787584737;Maison
1006;91533;Saclas;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;65;746;0,737213936;Appartement
1216;91534;Saclay;200056232;91;11;20,27873859;16,65126761;24,69645244;commune;301;932;0,928269692;Appartement
1801;91534;Saclay;200056232;91;11;21,04917056;17,96693038;24,66017132;commune;197;3616;0,819978799;Appartement
1419;91534;Saclay;200056232;91;11;17,37677381;13,67269683;22,0843241;maille;69;520;0,856435145;Maison
1059;91534;Saclay;200056232;91;11;18,08595156;14,33952548;22,81119023;commune;106;1051;0,647667548;Appartement
1216;91538;Saint-Aubin;200056232;91;11;20,87093168;17,12692153;25,43339667;maille;50;932;0,928269692;Appartement
371;91538;Saint-Aubin;200056232;91;11;20,94269118;18,10884157;24,22000944;maille;42;2029;0,825154526;Appartement
246;91538;Saint-Aubin;200056232;91;11;16,63398215;12,86993189;21,49889871;maille;9;633;0,868904162;Maison
1059;91538;Saint-Aubin;200056232;91;11;17,88999366;14,18285962;22,56610314;maille;8;1051;0,647667548;Appartement
1178;91540;Saint-Cheron;249100595;91;11;15,64228219;13,48015391;18,15120166;commune;630;742;0,876879642;Appartement
1256;91540;Saint-Cheron;249100595;91;11;18,14696283;15,64950065;21,04298835;commune;457;679;0,798959253;Appartement
100;91540;Saint-Cheron;249100595;91;11;13,27853687;10,6666215;16,53002701;commune;139;565;0,831231017;Maison
1134;91540;Saint-Cheron;249100595;91;11;13,71269924;11,69848821;16,07371116;commune;176;554;0,652888325;Appartement
1693;91544;Saint-Cyr-la-Riviere;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;1;580;0,882653445;Appartement
46;91544;Saint-Cyr-la-Riviere;200017846;91;11;16,49734885;13,8433734;19,66012989;maille;0;4017;0,695355466;Appartement
12;91544;Saint-Cyr-la-Riviere;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;8;543;0,787584737;Maison
995;91544;Saint-Cyr-la-Riviere;200017846;91;11;11,87422697;10,08431859;13,98183378;maille;1;2012;0,641955499;Appartement
2703;91546;Saint-Cyr-sous-Dourdan;249100595;91;11;16,20321114;13,86633815;18,93391379;maille;37;558;0,879224247;Appartement
1333;91546;Saint-Cyr-sous-Dourdan;249100595;91;11;18,19351409;15,53935282;21,30101291;maille;12;484;0,849816194;Appartement
507;91546;Saint-Cyr-sous-Dourdan;249100595;91;11;13,72093918;11,2207394;16,77823228;maille;20;704;0,88106881;Maison
186;91546;Saint-Cyr-sous-Dourdan;249100595;91;11;13,88096048;11,77270104;16,36676776;maille;24;759;0,673843135;Appartement
329;91549;Sainte-Genevieve-des-Bois;200057859;91;11;16,92621089;14,34787523;19,9678775;commune;4145;4145;0,825191363;Appartement
1870;91549;Sainte-Genevieve-des-Bois;200057859;91;11;19,72560787;17,1673989;22,6650297;commune;2623;2739;0,760231019;Appartement
1943;91549;Sainte-Genevieve-des-Bois;200057859;91;11;16,30886374;12,68294811;20,97138884;commune;295;714;0,777595104;Maison
2060;91549;Sainte-Genevieve-des-Bois;200057859;91;11;14,85169443;12,22964746;18,03591052;commune;1513;1621;0,504091105;Appartement
1693;91547;Saint-Escobille;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;0;580;0,882653445;Appartement
313;91547;Saint-Escobille;200017846;91;11;15,35765608;13,33064339;17,69288948;maille;0;1412;0,763691436;Appartement
415;91547;Saint-Escobille;200017846;91;11;10,91126534;8,844429258;13,461096;maille;0;479;0,803393341;Maison
1006;91547;Saint-Escobille;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;0;746;0,737213936;Appartement
2432;91552;Saint-Germain-les-Arpajon;200057859;91;11;16,08047678;13,92366848;18,57137965;commune;758;758;0,868542829;Appartement
1670;91552;Saint-Germain-les-Arpajon;200057859;91;11;19,50918422;17,1079;22,24751541;commune;399;2415;0,830686815;Appartement
1960;91552;Saint-Germain-les-Arpajon;200057859;91;11;14,46737211;11,54062784;18,13634913;commune;123;489;0,801853797;Maison
2189;91552;Saint-Germain-les-Arpajon;200057859;91;11;14,82567071;12,92037621;17,01192816;commune;355;1735;0,661464575;Appartement
2372;91553;Saint-Germain-les-Corbeil;200059228;91;11;17,01322621;14,59682544;19,82964496;commune;438;823;0,865463859;Appartement
1795;91553;Saint-Germain-les-Corbeil;200059228;91;11;19,49207017;16,59388726;22,89643128;commune;296;856;0,802049552;Appartement
1178;91553;Saint-Germain-les-Corbeil;200059228;91;11;15,76779012;12,62571579;19,6918107;commune;104;962;0,852504146;Maison
1821;91553;Saint-Germain-les-Corbeil;200059228;91;11;15,66472638;13,88053011;17,67826233;commune;139;1055;0,702747567;Appartement
1415;91556;Saint-Hilaire;200017846;91;11;14,32267341;12,03319462;17,04775666;maille;0;5919;0,833007759;Appartement
1256;91556;Saint-Hilaire;200017846;91;11;16,66235299;14,36942595;19,32116205;maille;0;679;0,798959253;Appartement
12;91556;Saint-Hilaire;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;0;543;0,787584737;Maison
995;91556;Saint-Hilaire;200017846;91;11;11,87422697;10,08431859;13,98183378;maille;0;2012;0,641955499;Appartement
2062;91560;Saint-Jean-de-Beauregard;249100074;91;11;17,93199804;15,32561365;20,98164296;maille;25;515;0,863043443;Appartement
1550;91560;Saint-Jean-de-Beauregard;249100074;91;11;18,73788613;16,02976634;21,9035243;maille;19;611;0,834187701;Appartement
661;91560;Saint-Jean-de-Beauregard;249100074;91;11;13,66090833;11,03966063;16,90454287;maille;16;541;0,845072219;Maison
648;91560;Saint-Jean-de-Beauregard;249100074;91;11;15,28449299;12,96720558;18,0158882;maille;7;1104;0,635817085;Appartement
1899;94067;Saint-Mande;200054781;94;11;30,58001927;24,97650677;37,44068724;commune;2807;2807;0,939551954;Appartement
1649;94067;Saint-Mande;200054781;94;11;32,928621;26,97749382;40,19254303;commune;1922;1922;0,88875185;Appartement
905;94067;Saint-Mande;200054781;94;11;25,85617328;12,86034714;51,9847318;maille;12;475;0,748832251;Maison
2218;94067;Saint-Mande;200054781;94;11;28,75655906;23,45053094;35,2631542;commune;886;886;0,867622925;Appartement
