id_zone;INSEE_C;LIBGEO;EPCI;DEP;REG;loypredm2;lwr.IPm2;upr.IPm2;TYPPRED;nbobs_com;nbobs_mail;R2_adj;Type_de_logement
1874;91207;Egly;200057859;91;11;16,56266673;14,17397955;19,35391034;commune;284;482;0,89128706;Appartement
1792;91207;Egly;200057859;91;11;18,85146477;16,23989264;21,88300944;commune;155;499;0,802431971;Appartement
1960;91207;Egly;200057859;91;11;13,52097501;10,79460712;16,93593506;maille;64;489;0,801853797;Maison
1359;91207;Egly;200057859;91;11;13,37500575;11,68232154;15,31294771;commune;126;506;0,614887566;Appartement
2952;91215;Epinay-sous-Senart;200058477;91;11;17,30447671;14,59248659;20,52048582;commune;521;521;0,782771887;Appartement
1301;91215;Epinay-sous-Senart;200058477;91;11;21,95166356;18,95440756;25,42287495;commune;247;1123;0,7599368;Appartement
22;91215;Epinay-sous-Senart;200058477;91;11;15,4888989;12,39774852;19,35077073;maille;28;487;0,826953683;Maison
1983;91215;Epinay-sous-Senart;200058477;91;11;14,63632936;12,10671808;17,69448465;commune;275;626;0,533094344;Appartement
2096;91216;Epinay-sur-Orge;200056232;91;11;18,03598886;15,40314656;21,11885991;commune;1591;2377;0,871873753;Appartement
1587;91216;Epinay-sur-Orge;200056232;91;11;20,82956547;17,90887861;24,22657538;commune;1083;1639;0,792447827;Appartement
2060;91216;Epinay-sur-Orge;200056232;91;11;16,73764578;12,98284683;21,57837876;maille;94;534;0,819128547;Maison
1459;91216;Epinay-sur-Orge;200056232;91;11;16,07651704;13,58399582;19,02638985;commune;508;794;0,580151446;Appartement
1415;91223;Etampes;200017846;91;11;14,37970254;12,0835518;17,11217434;commune;5885;5919;0,833007759;Appartement
46;91223;Etampes;200017846;91;11;16,82656995;14,12078802;20,05082548;commune;3920;4017;0,695355466;Appartement
12;91223;Etampes;200017846;91;11;11,90443474;9,649897509;14,68570692;commune;399;543;0,787584737;Maison
995;91223;Etampes;200017846;91;11;12,65585934;10,74957547;14,90019546;commune;1953;2012;0,641955499;Appartement
1773;91225;Etiolles;200059228;91;11;17,32074012;14,91591079;20,11328991;commune;216;734;0,920179086;Appartement
1795;91225;Etiolles;200059228;91;11;19,21193269;16,24842079;22,71595268;commune;156;856;0,802049552;Appartement
22;91225;Etiolles;200059228;91;11;15,4888989;12,39774852;19,35077073;maille;28;487;0,826953683;Maison
1589;91225;Etiolles;200059228;91;11;15,73502545;13,7858762;17,95975985;maille;67;519;0,729256021;Appartement
1112;91226;Etrechy;249100553;91;11;14,70081134;12,61883705;17,1262893;commune;1014;1048;0,879484513;Appartement
894;91226;Etrechy;249100553;91;11;16,8332998;14,60200712;19,40555018;commune;692;911;0,765229324;Appartement
100;91226;Etrechy;249100553;91;11;13,26886728;10,65559109;16,5230476;commune;102;565;0,831231017;Maison
1134;91226;Etrechy;249100553;91;11;13,23574313;11,29457923;15,51052877;commune;327;554;0,652888325;Appartement
2471;91228;Evry-Courcouronnes;200059228;91;11;16,83551504;13,05817101;21,70553335;commune;3913;3913;0,751937896;Appartement
1391;91228;Evry-Courcouronnes;200059228;91;11;19,56633909;15,54186903;24,63292056;commune;2371;2371;0,584618469;Appartement
1943;91228;Evry-Courcouronnes;200059228;91;11;14,98033467;11,65277257;19,25811437;commune;132;714;0,777595104;Maison
1309;91228;Evry-Courcouronnes;200059228;91;11;14,86990545;10,19706567;21,68408983;commune;1579;1701;0,219445674;Appartement
2293;91235;Fleury-Merogis;200057859;91;11;16,61635694;14,56090973;18,9619552;commune;508;508;0,87249663;Appartement
1969;91235;Fleury-Merogis;200057859;91;11;19,20241956;16,7965549;21,9528897;commune;304;1501;0,749320885;Appartement
1943;91235;Fleury-Merogis;200057859;91;11;15,5081528;12,06799737;19,9289738;maille;14;714;0,777595104;Maison
1667;91235;Fleury-Merogis;200057859;91;11;15,00146123;12,81468975;17,56139582;commune;208;1241;0,610970298;Appartement
1789;91240;Fontaine-la-Riviere;200017846;91;11;14,36400314;12,70270261;16,24257394;maille;14;476;0,890300411;Appartement
461;91240;Fontaine-la-Riviere;200017846;91;11;14,51934312;12,03056599;17,52297646;maille;10;481;0,659431141;Appartement
1330;91240;Fontaine-la-Riviere;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;6;478;0,698402296;Maison
1284;91240;Fontaine-la-Riviere;200017846;91;11;12,21435832;10,67483732;13,97590845;maille;4;482;0,683997574;Appartement
1369;91243;Fontenay-les-Briis;249100074;91;11;16,11539519;13,81898762;18,79341448;maille;82;489;0,888401047;Appartement
1550;91243;Fontenay-les-Briis;249100074;91;11;18,73788613;16,02976634;21,9035243;maille;44;611;0,834187701;Appartement
661;91243;Fontenay-les-Briis;249100074;91;11;13,66090833;11,03966063;16,90454287;maille;57;541;0,845072219;Maison
186;91243;Fontenay-les-Briis;249100074;91;11;13,88096048;11,77270104;16,36676776;maille;39;759;0,673843135;Appartement
1325;91244;Fontenay-le-Vicomte;249100546;91;11;16,40195109;14,51858274;18,52963228;maille;72;2879;0,919515922;Appartement
1681;91244;Fontenay-le-Vicomte;249100546;91;11;18,41117696;15,57816611;21,75939291;maille;52;801;0,743284305;Appartement
1301;91244;Fontenay-le-Vicomte;249100546;91;11;14,29254496;11,4384061;17,85885549;maille;32;533;0,835686124;Maison
1697;91244;Fontenay-le-Vicomte;249100546;91;11;14,74355869;13,24434087;16,41248327;maille;20;833;0,788657653;Appartement
3131;94033;Fontenay-sous-Bois;200054781;94;11;22,48536342;18,08617124;27,95459367;commune;5014;5014;0,876295609;Appartement
1885;94033;Fontenay-sous-Bois;200054781;94;11;24,93873119;20,56890849;30,23691381;commune;3470;3470;0,791263834;Appartement
2118;94033;Fontenay-sous-Bois;200054781;94;11;20,87258581;13,54628703;32,16119942;commune;196;547;0,776553982;Maison
1963;94033;Fontenay-sous-Bois;200054781;94;11;20,83062254;15,97782735;27,15731158;commune;1530;1530;0,669351946;Appartement
2703;91249;Forges-les-Bains;249100074;91;11;16,64046969;14,24803659;19,43462382;commune;389;558;0,879224247;Appartement
785;91249;Forges-les-Bains;249100074;91;11;19,52945794;16,93740061;22,51819723;commune;271;502;0,851858835;Appartement
507;91249;Forges-les-Bains;249100074;91;11;13,79116556;11,27939856;16,86226854;commune;191;704;0,88106881;Maison
186;91249;Forges-les-Bains;249100074;91;11;14,57544957;12,35293164;17,19783904;commune;115;759;0,673843135;Appartement
985;94034;Fresnes;200054781;94;11;19,40057494;16,35997597;23,00628734;commune;2109;2109;0,870528357;Appartement
1945;94034;Fresnes;200054781;94;11;21,96676142;18,53188181;26,03829511;commune;1201;1201;0,794454871;Appartement
308;94034;Fresnes;200054781;94;11;21,78419854;14,60399045;32,49463271;maille;38;501;0,806128739;Maison
1964;94034;Fresnes;200054781;94;11;17,05608616;14,37772077;20,233393;commune;908;908;0,548796883;Appartement
3151;94037;Gentilly;200054781;94;11;23,92497137;19,75645098;28,97303042;commune;2080;2080;0,884401194;Appartement
2033;94037;Gentilly;200054781;94;11;26,87056591;22,52154368;32,05940599;commune;1524;1524;0,80984917;Appartement
308;94037;Gentilly;200054781;94;11;21,78419854;14,60399045;32,49463271;maille;41;501;0,806128739;Maison
2174;94037;Gentilly;200054781;94;11;22,44583228;18,11595562;27,81058848;commune;552;552;0,744336786;Appartement
2194;91272;Gif-sur-Yvette;200056232;91;11;19,2924314;16,48699993;22,5752357;commune;3344;3487;0,913123536;Appartement
371;91272;Gif-sur-Yvette;200056232;91;11;22,10290938;19,11032876;25,56411296;commune;1987;2029;0,825154526;Appartement
246;91272;Gif-sur-Yvette;200056232;91;11;18,1616413;14,05235294;23,47259682;commune;235;633;0,868904162;Maison
541;91272;Gif-sur-Yvette;200056232;91;11;18,34726071;15,49307498;21,72725401;commune;1371;1740;0,739699131;Appartement
1603;91273;Gironville-sur-Essonne;249100157;91;11;13,02746499;10,88721093;15,58845927;maille;18;494;0,825075414;Appartement
947;91273;Gironville-sur-Essonne;249100157;91;11;15,47878004;13,18258884;18,17493015;maille;13;563;0,743877955;Appartement
528;91273;Gironville-sur-Essonne;249100157;91;11;11,14228634;8,602514668;14,43188994;maille;10;485;0,778702316;Maison
1284;91273;Gironville-sur-Essonne;249100157;91;11;12,21435832;10,67483732;13,97590845;maille;0;482;0,683997574;Appartement
2194;91274;Gometz-la-Ville;249100074;91;11;17,11530495;14,58716659;20,0816013;commune;117;3487;0,913123536;Appartement
1227;91274;Gometz-la-Ville;249100074;91;11;19,69778946;17,22326845;22,52783266;maille;72;647;0,830546364;Appartement
246;91274;Gometz-la-Ville;249100074;91;11;16,63398215;12,86993189;21,49889871;maille;30;633;0,868904162;Maison
1632;91274;Gometz-la-Ville;249100074;91;11;15,06160329;12,40885509;18,2814524;maille;39;511;0,703906231;Appartement
2395;91275;Gometz-le-Chatel;200056232;91;11;18,0392573;15,35639088;21,1908388;commune;184;1825;0,901780202;Appartement
1082;91275;Gometz-le-Chatel;200056232;91;11;20,79810054;17,73536445;24,3897433;commune;149;1434;0,827761287;Appartement
1584;91275;Gometz-le-Chatel;200056232;91;11;17,52567758;13,43698231;22,85850851;maille;43;532;0,859852401;Maison
1632;91275;Gometz-le-Chatel;200056232;91;11;15,06160329;12,40885509;18,2814524;maille;35;511;0,703906231;Appartement
716;91286;Grigny;200059228;91;11;15,1950065;12,42238705;18,5864618;commune;1210;1210;0,795769969;Appartement
1173;91286;Grigny;200059228;91;11;18,11999559;15,22229008;21,56930648;commune;605;605;0,662409627;Appartement
1943;91286;Grigny;200059228;91;11;15,5081528;12,06799737;19,9289738;maille;38;714;0,777595104;Maison
939;91286;Grigny;200059228;91;11;13,0949234;10,53469607;16,27735794;commune;602;602;0,448874242;Appartement
1392;91292;Guibeville;200057859;91;11;15,44962151;13,1436105;18,16021595;maille;12;1134;0,844599269;Appartement
1868;91292;Guibeville;200057859;91;11;18,44826778;15,8252599;21,50603441;maille;6;607;0,781307712;Appartement
1301;91292;Guibeville;200057859;91;11;14,29254496;11,4384061;17,85885549;maille;7;533;0,835686124;Maison
843;91292;Guibeville;200057859;91;11;13,44968299;11,48371112;15,75222248;maille;6;1170;0,590504756;Appartement
2602;91293;Guigneville-sur-Essonne;249100546;91;11;15,35299397;13,23294179;17,81270014;maille;24;997;0,883050664;Appartement
1046;91293;Guigneville-sur-Essonne;249100546;91;11;17,08817676;14,77688025;19,76099014;maille;23;499;0,809717144;Appartement
1168;91293;Guigneville-sur-Essonne;249100546;91;11;13,37232289;10,98997975;16,27109636;maille;11;512;0,838725834;Maison
1284;91293;Guigneville-sur-Essonne;249100546;91;11;12,21435832;10,67483732;13,97590845;maille;2;482;0,683997574;Appartement
1693;91294;Guillerval;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;40;580;0,882653445;Appartement
1256;91294;Guillerval;200017846;91;11;16,66235299;14,36942595;19,32116205;maille;19;679;0,798959253;Appartement
12;91294;Guillerval;200017846;91;11;11,62989371;9,436028586;14,33382979;maille;11;543;0,787584737;Maison
1006;91294;Guillerval;200017846;91;11;11,82033999;10,1036828;13,82866429;maille;16;746;0,737213936;Appartement
1494;91312;Igny;200056232;91;11;19,14824402;16,45013599;22,28888863;commune;854;854;0,936860758;Appartement
1815;91312;Igny;200056232;91;11;21,53667973;18,75810804;24,72683133;commune;580;580;0,871946611;Appartement
1584;91312;Igny;200056232;91;11;17,52567758;13,43698231;22,85850851;maille;74;532;0,859852401;Maison
2207;91312;Igny;200056232;91;11;18,09485414;15,06498972;21,73408361;commune;284;2096;0,662673184;Appartement
2188;91315;Itteville;249100546;91;11;15,88948374;13,7750164;18,32852216;maille;79;504;0,892596329;Appartement
1868;91315;Itteville;249100546;91;11;18,44826778;15,8252599;21,50603441;maille;41;607;0,781307712;Appartement
1168;91315;Itteville;249100546;91;11;13,37232289;10,98997975;16,27109636;maille;69;512;0,838725834;Maison
1682;91315;Itteville;249100546;91;11;13,03984303;11,5223428;14,75719906;maille;37;497;0,721112877;Appartement
3133;94041;Ivry-sur-Seine;200054781;94;11;22,83327547;18,40222188;28,33127825;commune;6011;6011;0,858866945;Appartement
2019;94041;Ivry-sur-Seine;200054781;94;11;25,64826148;21,04595769;31,25699132;commune;3987;3987;0,747508422;Appartement
1822;94041;Ivry-sur-Seine;200054781;94;11;18,76852131;12,99871017;27,09941122;maille;72;683;0,779578864;Maison
2177;94041;Ivry-sur-Seine;200054781;94;11;21,28477255;16,6499526;27,20977972;commune;2016;2016;0,624786956;Appartement
999;91318;Janville-sur-Juine;249100553;91;11;14,30325559;12,28752349;16,64966261;commune;148;943;0,889171521;Appartement
1693;91318;Janville-sur-Juine;249100553;91;11;16,74981147;14,36868998;19,52552285;commune;106;666;0,756749352;Appartement
100;91318;Janville-sur-Juine;249100553;91;11;12,59609601;10,13309088;15,65777279;maille;44;565;0,831231017;Maison
1359;91318;Janville-sur-Juine;249100553;91;11;12,83788003;11,19901832;14,71657238;maille;42;506;0,614887566;Appartement
2395;91319;Janvry;249100074;91;11;17,62834974;15,007083;20,70746958;maille;27;1825;0,901780202;Appartement
1082;91319;Janvry;249100074;91;11;20,35327364;17,3573109;23,86635523;maille;24;1434;0,827761287;Appartement
246;91319;Janvry;249100074;91;11;16,63398215;12,86993189;21,49889871;maille;13;633;0,868904162;Maison
1632;91319;Janvry;249100074;91;11;15,06160329;12,40885509;18,2814524;maille;3;511;0,703906231;Appartement
1842;94042;Joinville-le-Pont;200054781;94;11;22,77369194;18,68329321;27,75961596;commune;3066;3066;0,901924573;Appartement
1971;94042;Joinville-le-Pont;200054781;94;11;24,82096112;20,78689318;29,63791201;commune;2137;2137;0,794869897;Appartement
905;94042;Joinville-le-Pont;200054781;94;11;25,85617328;12,86034714;51,9847318;maille;94;475;0,748832251;Maison
1815;94042;Joinville-le-Pont;200054781;94;11;22,70895213;18,00464556;28,64241371;commune;907;907;0,772434015;Appartement
1837;91326;Juvisy-sur-Orge;200054781;91;11;18,84679674;16,0449318;22,13794061;commune;4407;4407;0,886018665;Appartement
1475;91326;Juvisy-sur-Orge;200054781;91;11;21,5045899;18,37384627;25,16878501;commune;3132;3132;0,776950172;Appartement
1940;91326;Juvisy-sur-Orge;200054781;91;11;17,23436311;12,05064128;24,64792247;maille;94;702;0,710783111;Maison
215;91326;Juvisy-sur-Orge;200054781;91;11;17,60981861;14,98919221;20,68862064;commune;1269;1269;0,724711377;Appartement
2175;91232;La Ferte-Alais;249100546;91;11;18,37663062;15,62955211;21,60654065;commune;529;652;0,852704323;Appartement
947;91232;La Ferte-Alais;249100546;91;11;17,43863762;14,86719642;20,45483717;commune;404;563;0,743877955;Appartement
1168;91232;La Ferte-Alais;249100546;91;11;13,37232289;10,98997975;16,27109636;maille;64;512;0,838725834;Maison
1284;91232;La Ferte-Alais;249100546;91;11;13,18153073;11,52845628;15,07164083;commune;134;482;0,683997574;Appartement
2088;91247;La Foret-le-Roi;249100595;91;11;13,94165846;12,13002614;16,02386;maille;10;654;0,866013827;Appartement
894;91247;La Foret-le-Roi;249100595;91;11;17,74511771;15,36712382;20,49109556;maille;2;911;0,765229324;Appartement
12;91247;La Foret-le-Roi;249100595;91;11;11,62989371;9,436028586;14,33382979;maille;2;543;0,787584737;Maison
995;91247;La Foret-le-Roi;249100595;91;11;11,87422697;10,08431859;13,98183378;maille;8;2012;0,641955499;Appartement
1693;91248;La Foret-Sainte-Croix;200017846;91;11;13,97079268;11,89133445;16,41388937;maille;2;580;0,882653445;Appartement
894;91248;La Foret-Sainte-Croix;200017846;91;11;17,74511771;15,36712382;20,49109556;maille;1;911;0,765229324;Appartement
1330;91248;La Foret-Sainte-Croix;200017846;91;11;9,922352732;7,83623124;12,56383084;maille;1;478;0,698402296;Maison
995;91248;La Foret-Sainte-Croix;200017846;91;11;11,87422697;10,08431859;13,98183378;maille;2;2012;0,641955499;Appartement
1392;91457;La Norville;200057859;91;11;16,03517732;13,64912218;18,83834787;commune;275;1134;0,844599269;Appartement
1792;91457;La Norville;200057859;91;11;19,22649422;16,5530577;22,33170975;commune;177;499;0,802431971;Appartement
1942;91457;La Norville;200057859;91;11;14,04349488;11,551874;17,07253287;maille;54;496;0,830801581;Maison
1359;91457;La Norville;200057859;91;11;12,83788003;11,19901832;14,71657238;maille;92;506;0,614887566;Appartement
3072;94060;La Queue-en-Brie;200054781;94;11;18,52826739;16,02187847;21,42674427;commune;426;6041;0,876881243;Appartement
797;94060;La Queue-en-Brie;200054781;94;11;21,5017808;18,82168401;24,56350757;commune;289;4524;0,804578843;Appartement
1752;94060;La Queue-en-Brie;200054781;94;11;16,97397236;12,10294326;23,80542745;maille;86;1147;0,786588197;Maison
2081;94060;La Queue-en-Brie;200054781;94;11;17,14478918;14,26113533;20,61152841;commune;128;1139;0,606117083;Appartement
2887;91665;La Ville-du-Bois;200056232;91;11;16,95604121;14,00627084;20,52704369;commune;630;630;0,865480682;Appartement
1864;91665;La Ville-du-Bois;200056232;91;11;19,68670451;16,43527367;23,58137394;commune;492;492;0,822737068;Appartement
661;91665;La Ville-du-Bois;200056232;91;11;14,62247081;11,78916582;18,13670755;commune;154;541;0,845072219;Maison
2130;91665;La Ville-du-Bois;200056232;91;11;14,39159584;12,10345981;17,11229964;commune;128;794;0,664075729;Appartement
999;91330;Lardy;249100553;91;11;15,06958858;12,93691992;17,55383052;commune;501;943;0,889171521;Appartement
1693;91330;Lardy;249100553;91;11;17,62132543;15,10730505;20,55370623;commune;390;666;0,756749352;Appartement
1301;91330;Lardy;249100553;91;11;14,69801358;11,77889472;18,3405666;commune;107;533;0,835686124;Maison
1359;91330;Lardy;249100553;91;11;13,36242866;11,66849521;15,30227306;commune;110;506;0,614887566;Appartement
2026;91179;Le Coudray-Montceaux;200059228;91;11;16,49351518;14,45597223;18,81824611;commune;544;762;0,923128525;Appartement
944;91179;Le Coudray-Montceaux;200059228;91;11;19,24065144;16,79607182;22,04102673;commune;349;514;0,837619072;Appartement
1466;91179;Le Coudray-Montceaux;200059228;91;11;15,44838099;12,11848444;19,69326086;maille;68;623;0,828330853;Maison
1568;91179;Le Coudray-Montceaux;200059228;91;11;14,51837371;12,94365608;16,28467056;commune;193;1097;0,769027627;Appartement
3010;94043;Le Kremlin-Bicetre;200054781;94;11;22,64177099;18,53660411;27,65607933;commune;3988;3988;0,875822382;Appartement
1932;94043;Le Kremlin-Bicetre;200054781;94;11;26,11576012;21,59151452;31,58800768;commune;2694;2694;0,785065285;Appartement
308;94043;Le Kremlin-Bicetre;200054781;94;11;21,78419854;14,60399045;32,49463271;maille;24;501;0,806128739;Maison
265;94043;Le Kremlin-Bicetre;200054781;94;11;20,08452529;16,48976816;24,46293678;commune;1283;1283;0,575494346;Appartement
1293;91390;Le Merevillois;200017846;91;11;12,47668644;10,61131793;14,66996895;commune;132;861;0,842402314;Appartement
348;91390;Le Merevillois;200017846;91;11;15,14560222;12,90903639;17,76966613;maille;91;494;0,743671381;Appartement
1330;91390;Le Merevillois;200017846;91;11;10,8447668;8,457048751;13,90662044;commune;102;478;0,698402296;Maison
76;91390;Le Merevillois;200017846;91;11;9,9725037;8,385294021;11,86014823;maille;42;775;0,696130302;Appartement
2541;94058;Le Perreux-sur-Marne;200054781;94;11;21,76691709;18,21265338;26,01480792;commune;6046;6046;0,901658804;Appartement
2018;94058;Le Perreux-sur-Marne;200054781;94;11;24,2686222;20,57353707;28,62735861;commune;4318;4318;0,801360697;Appartement
2118;94058;Le Perreux-sur-Marne;200054781;94;11;20,87639693;13,57308551;32,10942335;commune;192;547;0,776553982;Maison
2191;94058;Le Perreux-sur-Marne;200054781;94;11;20,66023515;16,78196682;25,43476107;commune;1732;1732;0,748007424;Appartement
1392;91494;Le Plessis-Pate;200057859;91;11;16,16077551;13,74746115;18,99773801;commune;205;1134;0,844599269;Appartement
1870;91494;Le Plessis-Pate;200057859;91;11;18,7857297;16,32779787;21,61367033;commune;116;2739;0,760231019;Appartement
1942;91494;Le Plessis-Pate;200057859;91;11;14,04349488;11,551874;17,07253287;maille;33;496;0,830801581;Maison
2060;91494;Le Plessis-Pate;200057859;91;11;14,42475158;11,86841532;17,53169674;maille;84;1621;0,504091105;Appartement
2582;94059;Le Plessis-Trevise;200054781;94;11;18,28043219;15,77240666;21,18726762;commune;2552;2552;0,879327008;Appartement
1833;94059;Le Plessis-Trevise;200054781;94;11;21,64174192;19,17158148;24,43016992;commune;1535;1535;0,82160397;Appartement
1752;94059;Le Plessis-Trevise;200054781;94;11;18,43875087;13,12789927;25,89809128;commune;118;1147;0,786588197;Maison
2081;94059;Le Plessis-Trevise;200054781;94;11;17,10591212;14,25487638;20,52716711;commune;1011;1139;0,606117083;Appartement
1178;91630;Le Val-Saint-Germain;249100595;91;11;14,85908564;12,80132983;17,24761637;maille;44;742;0,876879642;Appartement
1256;91630;Le Val-Saint-Germain;249100595;91;11;16,66235299;14,36942595;19,32116205;maille;20;679;0,798959253;Appartement
507;91630;Le Val-Saint-Germain;249100595;91;11;13,72093918;11,2207394;16,77823228;maille;38;704;0,88106881;Maison
1134;91630;Le Val-Saint-Germain;249100595;91;11;12,63443014;10,78071077;14,80689245;maille;24;554;0,652888325;Appartement
2088;91284;Les Granges-le-Roi;249100595;91;11;13,94165846;12,13002614;16,02386;maille;10;654;0,866013827;Appartement
1256;91284;Les Granges-le-Roi;249100595;91;11;16,66235299;14,36942595;19,32116205;maille;4;679;0,798959253;Appartement
12;91284;Les Granges-le-Roi;249100595;91;11;11,62989371;9,436028586;14,33382979;maille;7;543;0,787584737;Maison
995;91284;Les Granges-le-Roi;249100595;91;11;11,87422697;10,08431859;13,98183378;maille;7;2012;0,641955499;Appartement
2194;91411;Les Molieres;249100074;91;11;17,63729435;15,06130089;20,65387008;maille;26;3487;0,913123536;Appartement
1333;91411;Les Molieres;249100074;91;11;18,19351409;15,53935282;21,30101291;maille;7;484;0,849816194;Appartement
1864;91411;Les Molieres;249100074;91;11;13,54832049;10,67644116;17,19271294;maille;18;494;0,817618864;Maison
1632;91411;Les Molieres;249100074;91;11;15,06160329;12,40885509;18,2814524;maille;21;511;0,703906231;Appartement
2948;91692;Les Ulis;200056232;91;11;17,43764646;15,04940942;20,20488018;commune;2263;2263;0,871206339;Appartement
1470;91692;Les Ulis;200056232;91;11;20,9975293;18,30695309;24,08353998;commune;1164;1164;0,79112987;Appartement
1584;91692;Les Ulis;200056232;91;11;17,52567758;13,43698231;22,85850851;maille;37;532;0,859852401;Maison
648;91692;Les Ulis;200056232;91;11;15,08923072;12,86514375;17,6978111;commune;1097;1104;0,635817085;Appartement
1392;91332;Leudeville;249100546;91;11;15,44962151;13,1436105;18,16021595;maille;70;1134;0,844599269;Appartement
1765;91332;Leudeville;249100546;91;11;19,52464615;17,30686954;22,02661818;maille;44;908;0,842543349;Appartement
1301;91332;Leudeville;249100546;91;11;14,29254496;11,4384061;17,85885549;maille;19;533;0,835686124;Maison
2060;91332;Leudeville;249100546;91;11;14,42475158;11,86841532;17,53169674;maille;24;1621;0,504091105;Appartement
2449;91333;Leuville-sur-Orge;200057859;91;11;15,08435717;12,96306006;17,55278693;commune;163;922;0,892435008;Appartement
1548;91333;Leuville-sur-Orge;200057859;91;11;17,68036027;15,2912722;20,44271628;commune;114;689;0,834609536;Appartement
1960;91333;Leuville-sur-Orge;200057859;91;11;13,52097501;10,79460712;16,93593506;maille;64;489;0,801853797;Maison
2130;91333;Leuville-sur-Orge;200057859;91;11;14,67372465;12,35916311;17,42174556;maille;52;794;0,664075729;Appartement
2618;94038;L'Hay-les-Roses;200054781;94;11;21,05729193;17,80052284;24,90991683;commune;3026;3026;0,894107829;Appartement
994;94038;L'Hay-les-Roses;200054781;94;11;23,6771894;20,34562966;27,55428598;commune;1801;1801;0,841027529;Appartement
2199;94038;L'Hay-les-Roses;200054781;94;11;21,48217731;14,11457952;32,69555011;commune;106;512;0,816749035;Maison
1967;94038;L'Hay-les-Roses;200054781;94;11;19,22226637;16,07546089;22,98506566;commune;1230;1230;0,688545815;Appartement
2282;94044;Limeil-Brevannes;200054781;94;11;18,4129322;15,77433673;21,49288924;commune;2916;2916;0,867013248;Appartement
1684;94044;Limeil-Brevannes;200054781;94;11;21,55311359;18,73767653;24,79158528;commune;1970;1970;0,763275211;Appartement
1822;94044;Limeil-Brevannes;200054781;94;11;17,46588228;12,08688252;25,23868692;commune;106;683;0,779578864;Maison
1924;94044;Limeil-Brevannes;200054781;94;11;16,4394856;13,67301987;19,76569108;commune;946;946;0,605173137;Appartement
2172;91338;Limours;249100074;91;11;16,69856029;14,56724716;19,1417028;commune;811;844;0,897412164;Appartement
1227;91338;Limours;249100074;91;11;19,27600956;16,91449676;21,96722431;commune;575;647;0,830546364;Appartement
507;91338;Limours;249100074;91;11;14,86974648;12,16768966;18,17184417;commune;132;704;0,88106881;Maison
186;91338;Limours;249100074;91;11;14,86746107;12,61721208;17,51903647;commune;249;759;0,673843135;Appartement
1816;91339;Linas;200056232;91;11;16,98676082;14,41929499;20,01138359;commune;738;953;0,864225713;Appartement
1967;91339;Linas;200056232;91;11;19,49356338;16,59221912;22,90224175;commune;520;671;0,782326316;Appartement
1960;91339;Linas;200056232;91;11;14,29284768;11,38858438;17,93774257;commune;117;489;0,801853797;Maison
2130;91339;Linas;200056232;91;11;14,44809485;12,16362011;17,16162152;commune;220;794;0,664075729;Appartement
1371;91340;Lisses;200059228;91;11;17,59575524;15,69709816;19,72406614;commune;248;1518;0,905690186;Appartement
1926;91340;Lisses;200059228;91;11;19,92643773;17,49006458;22,70219865;commune;142;2254;0,8239427;Appartement
1178;91340;Lisses;200059228;91;11;15,20227979;12,18251878;18,97056883;maille;85;962;0,852504146;Maison
1309;91340;Lisses;200059228;91;11;14,79588395;10,20716834;21,44749401;commune;122;1701;0,219445674;Appartement
2564;91345;Longjumeau;200056232;91;11;16,99784916;14,39220174;20,07523806;commune;3090;3090;0,87578105;Appartement
1705;91345;Longjumeau;200056232;91;11;19,78538793;16,8486094;23,23405844;commune;1988;1988;0,791997279;Appartement
412;91345;Longjumeau;200056232;91;11;14,90726747;11,4872183;19,34555587;commune;114;1712;0,780928323;Maison
1896;91345;Longjumeau;200056232;91;11;15,20728151;12,80234778;18,06398443;commune;1097;1097;0,566958075;Appartement
2449;91347;Longpont-sur-Orge;200057859;91;11;15,84759363;13,64322852;18,40812264;commune;587;922;0,892435008;Appartement
1548;91347;Longpont-sur-Orge;200057859;91;11;18,49677362;16,00055348;21,38242497;commune;462;689;0,834609536;Appartement
2060;91347;Longpont-sur-Orge;200057859;91;11;16,73764578;12,98284683;21,57837876;maille;95;534;0,819128547;Maison
2130;91347;Longpont-sur-Orge;200057859;91;11;14,89702171;12,52955024;17,71182936;commune;125;794;0,664075729;Appartement
2795;94046;Maisons-Alfort;200054781;94;11;22,76551483;18,00236838;28,78891569;commune;3114;3114;0,830419785;Appartement
1707;94046;Maisons-Alfort;200054781;94;11;25,84800337;19,91744137;33,54443305;commune;2273;2273;0,636985125;Appartement
2242;94046;Maisons-Alfort;200054781;94;11;21,23474516;14,52298737;31,04832296;commune;108;506;0,800356786;Maison
1958;94046;Maisons-Alfort;200054781;94;11;21,08148343;17,12790925;25,94764704;commune;864;864;0,678978184;Appartement
1603;91359;Maisse;249100157;91;11;14,59193778;12,22329948;17,41957223;commune;266;494;0,825075414;Appartement
1046;91359;Maisse;249100157;91;11;17,14760229;14,84039746;19,81350331;commune;202;499;0,809717144;Appartement
528;91359;Maisse;249100157;91;11;11,14228634;8,602514668;14,43188994;maille;53;485;0,778702316;Maison
451;91359;Maisse;249100157;91;11;12,91197423;10,69761728;15,58469275;maille;58;481;0,708013712;Appartement
2841;94047;Mandres-les-Roses;200054781;94;11;17,43030527;14,35856732;21,15918218;commune;392;629;0,811823824;Appartement
